4.099999999999999645e+00,7.099999999999999645e+00,1.100000000000000089e+00,2.100000000000000089e+00,4.374000000000000199e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.359000000000000341e+01
5.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.256000000000000227e+01
5.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.272000000000000597e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.480000000000000426e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.467999999999999972e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.269000000000000483e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.384000000000000341e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.261000000000000654e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.262000000000000455e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.277000000000000313e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.262000000000000455e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.263000000000000256e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.479999999999999005e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.266000000000000369e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.469000000000000483e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.378000000000000824e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.260000000000000142e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.263000000000000256e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.467999999999999972e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.247000000000000597e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.361000000000000654e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.270000000000000284e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.250000000000000711e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.364000000000000057e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.366999999999998749e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.450999999999999801e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.269000000000000483e+01
5.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.166000000000000369e+01
5.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.155000000000000426e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.272000000000000597e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.467000000000000171e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.364000000000000057e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.272000000000000597e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.471000000000000085e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.370000000000000284e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.264000000000000057e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.270000000000000284e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.363000000000000256e+01
5.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.164000000000000057e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.291000000000000369e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.385000000000000853e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.392999999999999972e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.377000000000000313e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.390000000000000568e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.405000000000000426e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.484000000000000341e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.402000000000000313e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.391999999999999460e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.289999999999999858e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.100000000000000089e+00,3.099999999999999645e+00,4.301000000000000512e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.296000000000000085e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.482000000000000739e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.299000000000000199e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.395000000000000284e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.292999999999999972e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.309000000000000341e+01
5.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.291000000000000369e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.297000000000001307e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.417000000000000171e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.283000000000001251e+01
4.099999999999999645e+00,8.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.391999999999999460e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.397999999999999687e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,3.099999999999999645e+00,4.370000000000000284e+01
4.099999999999999645e+00,7.099999999999999645e+00,1.000000000000000056e-01,2.100000000000000089e+00,4.488000000000000256e+01
